3,aa,0.9922480620155039,0.6925064599483209,0.9160206718346252,0.20350044012834692,0.3111258972066084,0.6612001908513538
3,cn,0.9922480620155039,0.6976744186046516,0.9031007751937984,0.2048142426049401,0.3132162423886088,0.6565920943827923
3,ew,0.9844961240310077,0.6459948320413439,0.9263565891472868,0.18882656964052297,0.28903957293150156,0.6536716728577195
3,jn,0.9767441860465116,0.6925064599483208,0.7945736434108528,0.20456842898703345,0.3122516600286777,0.6555498334568104
3,pa,0.9922480620155039,0.6925064599483209,0.9108527131782944,0.2036514519072657,0.31132132421462083,0.6565920943827923
3,waa,0.9922480620155039,0.6718346253229978,0.9250645994832042,0.1970255842348864,0.3013798078093562,0.6489548134896973
3,wcn,0.9922480620155039,0.666666666666667,0.9250645994832042,0.19546028906494006,0.2990013722913858,0.6489548134896973
3,wpa,0.9922480620155039,0.666666666666667,0.9250645994832042,0.19546028906494006,0.2990013722913858,0.6487702435376855
5,aa,1.0,0.6589147286821699,0.9175710594315245,0.3216022564859773,0.4262888103355374,0.6612001908513538
5,cn,1.0,0.6852713178294569,0.9046511627906977,0.3334316630828258,0.44281250265482386,0.6565920943827923
5,ew,1.0,0.6961240310077512,0.9298449612403101,0.3390335547312291,0.450020142429603,0.6536716728577195
5,jn,0.9922480620155039,0.6914728682170533,0.798062015503876,0.33896028605330925,0.44865886061256455,0.6555498334568104
5,pa,1.0,0.6976744186046507,0.9124031007751938,0.34038435724482224,0.45167611965797577,0.6565920943827923
5,waa,1.0,0.665116279069767,0.9270025839793282,0.32188057420615557,0.4282487016161145,0.6489548134896973
5,wcn,1.0,0.6744186046511621,0.9270025839793282,0.3270177712038177,0.43477550654453223,0.6489548134896973
5,wpa,1.0,0.6899224806201545,0.9270025839793282,0.33584972305902533,0.44590355997764713,0.6487702435376855
10,aa,1.0,0.6612403100775196,0.9175710594315245,0.6445360195360195,0.6428801475592335,0.6612001908513538
10,cn,1.0,0.6612403100775196,0.9046511627906977,0.6445360195360195,0.6428801475592335,0.6565920943827923
10,ew,1.0,0.6612403100775196,0.9298449612403101,0.6445360195360195,0.6428801475592335,0.6536716728577195
10,jn,1.0,0.6612403100775196,0.7993540051679587,0.6445360195360195,0.6428801475592335,0.6555498334568104
10,pa,1.0,0.6612403100775196,0.9124031007751938,0.6445360195360195,0.6428801475592335,0.6565920943827923
10,waa,1.0,0.6612403100775196,0.9270025839793282,0.6445360195360195,0.6428801475592335,0.6489548134896973
10,wcn,1.0,0.6612403100775196,0.9270025839793282,0.6445360195360195,0.6428801475592335,0.6489548134896973
10,wpa,1.0,0.6612403100775196,0.9270025839793282,0.6445360195360195,0.6428801475592335,0.6487702435376855
